SMILES,gap,mol_weight,num_rotatable_bonds,bertz_ct
N#CCC=O,6.2586188316345215,69.06299999999997,1,54.928786893420316
[NH-][CH+]OC=O,7.172921180725098,73.05099999999999,2,21.219280948873624
O=CNC=O,5.962014675140381,73.05099999999997,0,29.302968908806456
C#CC#CC,6.353858470916748,64.087,0,93.43228035743822
CC#CC#N,6.786519527435303,65.07499999999999,0,93.43228035743822
CC#CC=O,5.581055164337158,68.07499999999997,0,69.77443751081734
CC#CCO,7.589255332946777,70.09099999999997,1,52.173899391256846
CC#CCC,8.253212928771973,68.11899999999999,1,52.173899391256846
C[NH2+][CH+]OC,7.434150695800781,75.11099999999996,4,7.5097750043269365
C#CCCC,8.62328815460205,68.11899999999999,2,38.49022499567306
CCCC#N,9.660041809082031,69.10699999999997,2,38.49022499567306
CNCC#N,7.341631889343262,70.09499999999997,2,38.49022499567306
C#CCOC,7.861369132995605,70.09099999999998,2,38.49022499567306
COCC#N,7.997426509857178,71.07899999999998,2,38.49022499567306
C#CCCO,8.636894226074219,70.09099999999997,2,38.49022499567306
N#CCCO,8.80832576751709,71.07899999999997,2,38.49022499567306
CCCC=O,6.236849784851074,72.10699999999996,3,21.219280948873624
CCNC=O,7.711706638336182,73.09499999999996,2,21.219280948873624
CCOC=O,7.804225444793701,74.07899999999997,2,21.219280948873624
COCC=O,6.2450127601623535,74.07899999999997,3,21.219280948873624
O=CCCO,6.122561454772949,74.07899999999997,3,21.219280948873624
CCCCC,10.966188430786133,72.15099999999997,4,7.5097750043269365
CCCCO,9.328063011169434,74.12299999999995,4,7.5097750043269365
CCCOC,9.322620391845703,74.12299999999996,4,7.5097750043269365
CCOCC,9.289966583251951,74.12299999999995,4,7.5097750043269365
COCCO,9.336226463317873,76.09499999999996,4,7.5097750043269365
OCCCO,9.213775634765623,76.09499999999996,4,7.5097750043269365
C#CC1CC1,7.967494010925293,66.103,0,62.59772060569361
N#CC1CC1,8.762065887451172,67.09099999999998,0,62.59772060569361
O=CC1CC1,6.337531566619873,70.09099999999997,1,42.0
O=CN1CC1,6.917134761810303,71.07899999999997,0,42.0
CCC1CC1,10.092702865600586,70.13499999999998,2,27.019550008653876
CC[NH+]1CC1,8.84097957611084,72.13099999999996,2,27.019550008653876
COC1CC1,9.238265991210938,72.10699999999996,2,27.019550008653876
OCC1CC1,9.224658966064451,72.10699999999996,2,27.019550008653876
C1=CCCC1,7.240949630737305,68.11899999999999,0,38.0
C1=NCCO1,7.401497364044189,71.07899999999997,0,38.0
C1=CCOC1,6.778356075286865,70.09099999999998,0,38.0
C1CCCC1,10.6723051071167,70.13499999999998,0,11.60964047443681
C1CCOC1,8.990641593933105,72.10699999999997,0,11.60964047443681
C1COCO1,9.352553367614746,74.07899999999997,0,11.60964047443681
c1cn[nH]c1,7.284487724304199,68.07899999999998,0,56.51517763826091
c1c[nH]nn1,7.123940467834473,69.06699999999998,0,56.51517763826091
c1nc[nH]n1,7.52122688293457,69.06699999999998,0,56.51517763826091
c1nnc[nH]1,7.387890815734863,69.067,0,56.51517763826091
c1cn[nH]n1,7.311699390411377,69.06699999999998,0,56.51517763826091
c1cnoc1,6.90625,69.06299999999999,0,56.51517763826091
c1conn1,6.590597629547119,70.05099999999999,0,56.51517763826091
c1ncon1,7.398775577545166,70.05099999999999,0,56.51517763826091
c1nnco1,7.377007007598877,70.05099999999999,0,56.51517763826091
c1nnno1,7.25727653503418,71.03899999999999,0,56.51517763826091
c1cnon1,7.341631889343262,70.05099999999999,0,56.51517763826091
c1nnon1,6.974278450012207,71.039,0,56.51517763826091
n1nnon1,7.069517612457275,72.027,0,56.51517763826091
ONC1CCC1,6.745702266693115,87.12199999999994,2,32.54808140664299
ONC1CNC1,6.329368591308594,88.10999999999996,2,32.54808140664299
ONC1COC1,6.672231674194336,89.09399999999995,2,32.54808140664299
O=c1[nH]cc[nH]1,6.413723468780518,84.07799999999997,0,137.8011683847082
O=c1[nH]cco1,6.590597629547119,85.06199999999997,0,137.8011683847082
O=c1occo1,6.955230236053467,86.04599999999998,0,137.8011683847082
Cc1ccc[nH]1,6.612366676330566,81.11799999999997,1,103.59873053015828
Cc1ccco1,6.430050849914551,82.10199999999996,1,103.59873053015828
Cc1cnco1,6.612366676330566,83.08999999999997,1,103.59873053015828
Cc1ncco1,6.674952983856201,83.08999999999996,1,103.59873053015828
Nc1ccc[nH]1,6.547059535980225,82.10599999999997,1,103.59873053015828
Nc1ccco1,6.098071575164795,83.08999999999996,1,103.59873053015828
Nc1cnco1,6.125282764434815,84.07799999999997,1,103.59873053015828
Nc1ncco1,6.457261562347412,84.07799999999997,1,103.59873053015828
Oc1ccc[nH]1,6.664068222045898,83.08999999999997,1,103.59873053015828
Oc1cnc[nH]1,6.721211910247803,84.07799999999999,1,103.59873053015828
Oc1ncc[nH]1,6.952508926391602,84.07799999999997,1,103.59873053015828
Cc1cc[nH]c1,6.843663692474365,81.11799999999997,1,103.59873053015828
Cc1c[nH]cn1,6.89264440536499,82.10599999999998,1,103.59873053015828
Cc1ccoc1,6.623250961303711,82.10199999999996,1,103.59873053015828
Cc1cocn1,6.715770244598389,83.08999999999999,1,103.59873053015828
Nc1cc[nH]c1,6.255897521972656,82.10599999999997,1,103.59873053015828
Nc1c[nH]cn1,6.098071575164795,83.09399999999998,1,103.59873053015828
Nc1ccoc1,6.087186813354492,83.08999999999996,1,103.59873053015828
Nc1cocn1,5.888543605804443,84.07799999999999,1,103.59873053015828
Oc1cc[nH]c1,6.4327712059021,83.08999999999997,1,103.59873053015828
Oc1c[nH]cn1,6.315762519836426,84.07799999999999,1,103.59873053015828
Oc1cocn1,6.12800407409668,85.062,1,103.59873053015828
Cn1cccc1,6.718491554260254,81.11799999999995,1,103.59873053015828
Cn1ccnc1,6.914412975311279,82.10599999999997,1,103.59873053015828
c1ccccc1,6.811009407043457,78.11399999999996,0,71.96100505779535
c1ccncc1,6.23957109451294,79.10199999999998,0,71.96100505779535
c1cnccn1,5.393296718597412,80.08999999999997,0,71.96100505779535
c1cncnc1,5.75792932510376,80.08999999999997,0,71.96100505779535
c1ncncn1,6.024600505828857,81.07799999999999,0,71.96100505779535
C#CC(C)(C)C,8.745738983154297,82.14599999999994,0,67.01955000865388
CC(C)(C)C#N,9.77977180480957,83.13399999999996,0,67.01955000865388
CC(C)(N)C#N,8.22872257232666,84.12199999999997,3,67.01955000865388
C#CC(C)(C)O,8.20151138305664,84.11799999999995,3,67.01955000865388
CC(C)(O)C#N,8.566143989562988,85.10599999999998,3,67.01955000865388
CC(C)(C)C=O,6.234128475189209,86.13399999999994,0,45.548875021634686
CC(C)(O)C=O,6.163379192352295,88.10599999999997,4,45.548875021634686
CC(C)(C)CO,9.151188850402832,88.14999999999993,1,29.793193904479523
CC(C)(O)CO,9.10492992401123,90.12199999999996,5,29.793193904479523
CCC(C)(C)C,10.285903930664062,86.17799999999993,1,29.793193904479523
CCC(C)(C)O,8.86819076538086,88.14999999999993,5,29.793193904479523
COC(C)(C)C,8.830094337463379,88.14999999999993,1,29.793193904479523
CC#CC(C)=O,5.66541051864624,82.10199999999996,1,98.94205536176516
CC#CC(N)=O,6.372906684875488,83.08999999999997,0,98.94205536176516
CC#CC(C)C,8.261377334594727,82.14599999999994,2,69.77443751081734
C#CCC(C)=O,6.1905903816223145,82.10199999999996,2,82.70165766734145
CC(=O)CC#N,6.449098587036133,83.08999999999997,2,82.70165766734145
C#CCC(N)=O,7.461361885070801,83.08999999999997,1,82.70165766734145
N#CCC(N)=O,7.597418785095215,84.07799999999997,1,82.70165766734145
CC([NH-])OC=O,6.726654529571533,88.08599999999997,3,35.302968908806456
CC(=O)CC=O,5.779698371887207,86.08999999999996,3,60.438561897747256
CC(=O)NC=O,6.02187967300415,87.07799999999997,1,60.438561897747256
CC(=O)O[CH+][NH-],6.89264440536499,87.07799999999999,3,44.0
NC(=O)CC=O,6.04909086227417,87.07799999999997,2,60.438561897747256
NC(=O)NC=O,6.585155487060547,88.06599999999997,0,60.438561897747256
[NH-][CH+]OC(N)=O,7.529390335083008,88.06599999999999,2,44.0
C#CCC(C)C,8.552538871765137,82.14599999999994,3,54.928786893420316
CC(C)CC#N,9.5430326461792,83.13399999999996,3,54.928786893420316
C[NH+](C)CC#N,7.042306423187256,85.12999999999995,3,54.928786893420316
CC(C)CC=O,6.215080738067627,86.13399999999994,4,35.302968908806456
CC(C)NC=O,7.706264495849609,87.12199999999996,3,35.302968908806456
CC(C)OC=O,7.790619850158691,88.10599999999997,3,35.302968908806456
C[NH+](C)CC=O,5.485815525054932,88.12999999999994,4,35.302968908806456
CC(=O)CCO,6.389233112335205,88.10599999999995,4,44.0
CCCC(C)=O,6.381070137023926,86.13399999999994,4,44.0
CCCC(N)=O,7.589255332946777,87.12199999999996,3,44.0
CCNC(C)=O,7.572928428649902,87.12199999999994,3,44.0
CCNC(N)=O,8.231444358825684,88.10999999999996,2,44.0
CCOC(C)=O,7.755244731903076,88.10599999999995,3,44.0
CCOC(N)=O,8.80288314819336,89.09399999999997,2,44.0
COCC(C)=O,6.386512279510498,88.10599999999995,4,44.0
COCC(N)=O,7.450477123260498,89.09399999999997,3,44.0
NC(=O)CCO,7.61374568939209,89.09399999999997,3,44.0
[NH3+]CCC(=O)[O-],3.640883445739746,89.09399999999995,3,44.0
CC(C)CCO,9.306294441223145,88.14999999999993,5,21.219280948873624
CCCC(C)C,10.615161895751951,86.17799999999993,5,21.219280948873624
CCOC(C)C,9.069554328918455,88.14999999999993,5,21.219280948873624
COCC(C)C,9.208333015441896,88.14999999999993,5,21.219280948873624
CC(=O)C(C)=O,4.304841041564941,86.08999999999996,3,66.03910001730776
CC(=O)C(N)=O,4.854511260986328,87.07799999999997,2,66.03910001730776
NC(=[NH2+])C(=O)[O-],5.3688063621521,88.06599999999997,0,66.03910001730776
NC(=O)C(N)=O,5.714390754699707,88.06599999999999,0,66.03910001730776
CC(=O)C(C)C,6.280387878417969,86.13399999999994,4,51.058650025961626
CC(C)C(N)=O,7.564764976501465,87.12199999999996,3,51.058650025961626
CC(=O)N(C)C,7.3361897468566895,87.12199999999996,3,51.058650025961626
CN(C)C(N)=O,7.915791988372803,88.10999999999996,2,51.058650025961626
CC(C)C(C)C,10.443729400634766,86.17799999999993,5,21.019550008653873
CC1(C)CCC1,9.929434776306152,84.16199999999994,2,47.058650025961626
CC1(C)CCO1,8.721248626708984,86.13399999999994,2,47.058650025961626
CC1(C)COC1,8.582470893859863,86.13399999999994,2,47.058650025961626
CC1(O)CCC1,8.895401954650879,86.13399999999994,2,47.058650025961626
CC1(O)COC1,8.370222091674805,88.10599999999995,2,47.058650025961626
CC1CC(=O)C1,6.070860385894775,84.11799999999995,1,64.10749561002055
C[NH+]1CC(=O)C1,5.635478019714356,86.11399999999995,1,64.10749561002055
O=C1CC(O)C1,6.024600505828857,86.08999999999996,1,64.10749561002055
CC12CC(C1)C2,10.658699989318848,82.14599999999994,1,67.01955000865388
CC12C[NH+](C1)C2,8.411039352416992,84.14199999999995,1,67.01955000865388
OC12CC(C1)C2,9.243707656860352,84.11799999999995,1,67.01955000865388
OC12C[NH+](C1)C2,8.506278991699219,86.11399999999996,1,67.01955000865388
C#CC(=O)C#C,5.175605773925781,78.07,0,111.09775004326934
C#CC(=O)C#N,5.2980570793151855,79.058,0,111.09775004326934
N#CC(=O)C#N,5.379690647125244,80.046,0,111.09775004326934
C#CC(=O)C=O,4.057217597961426,82.05799999999999,1,101.69694286392863
N#CC(=O)C=O,4.013679027557373,83.04599999999999,1,101.69694286392863
O=CC(=O)C=O,3.132030487060547,86.04599999999999,2,68.03910001730776
C#CC(C)C#C,8.060012817382812,78.11399999999996,1,84.18716785960169
CC(C#N)C#N,8.990641593933105,80.08999999999999,1,84.18716785960169
N#CC(N)C#N,7.504899978637695,81.07799999999999,1,84.18716785960169
C#CC(O)C#C,7.47496747970581,80.08599999999998,1,84.18716785960169
N#CC(O)C#N,8.163415908813477,82.062,1,84.18716785960169
CC(C=O)C=O,5.404181003570557,86.08999999999997,3,45.05865002596162
CN(C=O)C=O,6.459982872009277,87.07799999999997,1,45.05865002596162
O=CC(O)C=O,5.404181003570557,88.06199999999998,3,45.058650025961626
C#CC(=O)CC,5.67901611328125,82.10199999999998,2,82.70165766734145
CCC(=O)C#N,5.774256229400635,83.08999999999999,2,82.70165766734145
C#CC(=O)NC,6.39195442199707,83.08999999999997,1,82.70165766734145
C#CC(=O)OC,6.481751918792725,84.07399999999998,1,82.70165766734145
COC(=O)C#N,6.7484235763549805,85.062,1,82.70165766734145
C#CC(=O)CO,5.681737422943115,84.07399999999998,2,82.70165766734145
N#CC(=O)CO,5.774256229400635,85.06199999999998,2,82.70165766734145
CCC(=O)C=O,4.274909019470215,86.08999999999997,3,60.438561897747256
CNC(=O)C=O,4.843626976013184,87.07799999999997,2,60.438561897747256
COC(=O)C=O,4.955193519592285,88.06199999999998,2,60.438561897747256
O=CC(=O)CO,4.253139495849609,88.06199999999998,3,60.438561897747256
CCC(=O)CC,6.411002159118652,86.13399999999996,4,38.0
CCC(=O)CO,6.411002159118652,88.10599999999997,4,38.0
CCC(=O)NC,7.619187831878662,87.12199999999996,3,38.0
CCC(=O)OC,7.81238842010498,88.10599999999997,3,38.0
CNC(=O)CO,7.366122245788574,89.09399999999997,3,38.0
CNC(=O)NC,8.304915428161621,88.10999999999996,2,38.0
CNC(=O)OC,8.593356132507324,89.09399999999997,2,38.0
COC(=O)CN,7.1184983253479,89.09399999999998,3,38.0
COC(=O)CO,7.447756290435791,90.07799999999997,3,38.0
O=C(CO)CO,6.389233112335205,90.07799999999997,4,38.0
C[NH2+]C(C)OC,7.513063907623291,90.14599999999993,5,19.219280948873624
CCN(C)C=O,7.4423136711120605,87.12199999999994,3,37.30296890880646
CC(CO)CO,9.09404468536377,90.12199999999996,5,19.219280948873624
CCC(C)CC,10.541690826416016,86.17799999999993,5,19.219280948873624
CCC(O)CC,9.09404468536377,88.14999999999995,5,19.219280948873624
OCC(O)CO,8.424644470214844,92.09399999999997,5,19.219280948873624
C#CC1(C)CC1,8.087224006652832,80.12999999999995,1,91.09616281328596
CC1(C#N)CC1,8.772951126098633,81.11799999999997,1,91.09616281328597
N#CC1(N)CC1,8.196069717407227,82.10599999999997,1,91.09616281328596
C#CC1(O)CC1,7.54843807220459,82.10199999999998,1,91.09616281328596
N#CC1(O)CC1,8.065455436706543,83.08999999999997,1,91.09616281328596
CC1(C=O)CC1,6.370185375213623,84.11799999999997,2,68.10749561002055
O=CC1(O)CC1,5.997389793395996,86.08999999999997,2,68.10749561002055
CC1(CO)CC1,9.178400039672852,86.13399999999996,3,51.058650025961626
CCC1(C)CC1,9.485889434814451,84.16199999999994,3,51.058650025961626
CCC1(O)CC1,8.821931838989258,86.13399999999996,3,51.058650025961626
COC1(C)CC1,9.11037254333496,86.13399999999994,3,51.058650025961626
OCC1(O)CC1,8.32668399810791,88.10599999999997,3,51.058650025961626
CN1CCC1=O,7.643678188323975,85.10599999999995,1,72.10749561002055
[NH-]C1CN=CN1,6.1905903816223145,84.10199999999998,1,54.43856189774725
O=C1CC=CC1,6.108956336975098,82.10199999999996,0,78.2114326716684
O=C1CC=CN1,5.855890274047852,83.08999999999997,0,78.2114326716684
O=C1CN=CN1,6.3075995445251465,84.07799999999999,0,78.2114326716684
O=C1CN=CO1,6.74298095703125,85.06199999999998,0,78.2114326716684
[NH-]C1C=CCO1,5.877659320831299,84.09799999999996,1,62.43856189774725
O=C1C=CCC1,5.273566722869873,82.10199999999996,0,88.2114326716684
O=C1C=CCN1,5.893986225128174,83.08999999999997,0,88.2114326716684
[NH-]C1CCCO1,7.798782825469971,86.11399999999995,1,33.30296890880646
[NH-]C1COCO1,7.910349369049072,88.08599999999997,1,33.30296890880646
[NH-]C1OCCO1,8.449134826660156,88.08599999999997,1,33.30296890880646
O=C1CCCC1,6.057254314422607,84.11799999999995,0,54.43856189774725
O=C1CCCN1,7.47496747970581,85.10599999999997,0,54.43856189774725
O=C1CCCO1,7.60558271408081,86.08999999999996,0,54.43856189774725
O=C1CCOC1,5.948409080505371,86.08999999999996,0,54.43856189774725
O=C1COCO1,7.542996406555176,88.06199999999998,0,54.43856189774725
O=C1NCCN1,8.39743423461914,86.09399999999997,0,54.43856189774725
O=C1NCCO1,8.57702922821045,87.07799999999996,0,54.43856189774725
O=C1OCCO1,9.077718734741213,88.06199999999997,0,54.43856189774725
CC1=CCCC1,7.096729278564453,82.14599999999994,1,70.10749561002055
CC1=CCOC1,6.805567264556885,84.11799999999995,1,70.10749561002055
CC1=NCCO1,7.396054744720459,85.10599999999995,1,70.10749561002055
CC1CC=CC1,7.205575466156006,82.14599999999994,1,54.43856189774725
OC1CC=CC1,7.265439510345459,84.11799999999995,1,54.43856189774725
CC1CCCC1,10.536248207092283,84.16199999999994,1,33.30296890880646
CC1OCCO1,9.35799503326416,88.10599999999995,1,33.30296890880646
OC1CCCC1,9.083160400390623,86.13399999999994,1,33.30296890880646
C#CC#CC#C,5.170163154602051,74.08199999999998,0,133.19311924156366
C#CC#CC#N,5.415065765380859,75.07,0,133.19311924156366
N#CC#CC#N,5.749765872955322,76.05799999999999,0,133.19311924156366
C#CCCC#C,8.179742813110352,78.11399999999996,1,73.58638780895903
C#CCCC#N,8.20151138305664,79.10199999999998,1,73.58638780895903
N#CCCC#N,9.208333015441896,80.08999999999997,1,73.58638780895903
C#CC#CC=O,4.974241256713867,78.06999999999998,0,124.34286254110589
N#CC#CC=O,5.015058517456055,79.05799999999998,0,124.34286254110589
O=CC#CC=O,5.349758625030518,82.05799999999998,0,86.94205536176514
C#CCO[CH+][NH-],7.711706638336182,83.08999999999999,3,47.548875021634686
N#CCO[CH+][NH-],7.695379734039307,84.07799999999999,3,47.548875021634686
C#CCCC=O,6.11439847946167,82.10199999999996,2,64.59772060569361
N#CCCC=O,6.1933112144470215,83.08999999999996,2,64.59772060569361
C#CCNC=O,7.488573551177978,83.08999999999997,1,64.59772060569361
N#CCNC=O,7.542996406555176,84.07799999999997,1,64.59772060569361
C#CCOC=O,7.532111644744873,84.07399999999998,1,64.59772060569361
N#CCOC=O,7.611024856567383,85.06199999999998,1,64.59772060569361
[NH-][CH+]OCC=O,5.891264915466309,87.07799999999997,4,29.01955000865387
O=CCCC=O,5.967456817626953,86.08999999999996,3,36.0
O=CCNC=O,5.994668483734131,87.07799999999997,2,36.0
O=CCOC=O,6.149773120880127,88.06199999999998,2,36.0
CC#CC#CC,6.234128475189209,78.11399999999996,0,103.58797503894243
C#CCC#CC,7.894023418426514,78.11399999999996,0,104.22556248918266
CC#CCC#N,7.888580799102783,79.10199999999998,0,104.22556248918266
CC#CCC=O,5.970178127288818,82.10199999999996,1,79.946770165178
C[NH2+][CH+]OC=O,6.889922618865967,89.09399999999997,3,29.01955000865387
C#CC#CCC,6.2939934730529785,78.11399999999996,1,104.22556248918266
CCC#CC#N,6.715770244598389,79.10199999999998,1,104.22556248918266
C#CC#CCO,5.991947174072266,80.08599999999997,1,104.22556248918266
N#CC#CCO,6.321204662322998,81.07399999999997,1,104.22556248918266
CCC#CC=O,5.586497783660889,82.10199999999996,1,79.946770165178
O=CC#CCO,5.597382068634033,84.07399999999997,1,79.946770165178
CCC#CCC,8.106271743774414,82.14599999999994,2,53.84283310353014
CCC#CCO,7.591977119445801,84.11799999999995,2,53.84283310353014
OCC#CCO,7.638236045837402,86.08999999999996,2,53.84283310353014
CC[NH2+][CH+]OC,7.4259867668151855,89.13799999999993,5,12.0
CC#CCCO,8.29947280883789,84.11799999999995,2,61.84283310353013
CC#CCCC,8.280425071716309,82.14599999999994,2,61.84283310353013
CC#CCOC,7.719869613647461,84.11799999999995,2,61.84283310353013
CCO[CH+][NH2+]C,7.4259867668151855,89.13799999999995,5,12.0
C#CCCCC,8.615124702453613,82.14599999999994,3,47.548875021634686
CCCCC#N,9.632830619812012,83.13399999999996,3,47.548875021634686
CCNCC#N,7.363400936126709,84.12199999999996,3,47.548875021634686
C#CCOCC,7.872253894805908,84.11799999999997,3,47.548875021634686
CCOCC#N,7.98382043838501,85.10599999999997,3,47.548875021634686
C#CCCOC,8.519885063171387,84.11799999999995,3,47.548875021634686
COCCC#N,8.367501258850098,85.10599999999997,3,47.548875021634686
C#CCCCO,8.593356132507324,84.11799999999995,3,47.548875021634686
N#CCCCO,8.636894226074219,85.10599999999995,3,47.548875021634686
CCCCC=O,6.236849784851074,86.13399999999994,4,29.01955000865387
CCCNC=O,7.706264495849609,87.12199999999996,3,29.01955000865387
CCCOC=O,7.798782825469971,88.10599999999997,3,29.01955000865387
CCOCC=O,6.242291927337647,88.10599999999995,4,29.01955000865387
COCCC=O,6.217801570892334,88.10599999999995,4,29.01955000865387
O=CCCCO,6.266781806945801,88.10599999999995,4,29.01955000865387
O=CNCCO,7.695379734039307,89.09399999999995,3,29.01955000865387
[NH-][CH+]OCCO,7.747081756591797,89.09399999999997,5,12.0
O=COCCO,7.736196994781494,90.07799999999996,3,29.01955000865387
CCCCCC,10.767545700073242,86.17799999999993,5,12.0
CCCCCO,9.325342178344728,88.14999999999993,5,12.0
CCCCOC,9.276361465454102,88.14999999999993,5,12.0
CCCOCC,9.276361465454102,88.14999999999995,5,12.0
CCOCCO,9.336226463317873,90.12199999999994,5,12.0
COCCCO,8.966151237487793,90.12199999999994,5,12.0
COCCOC,9.143025398254396,90.12199999999994,5,12.0
OCCCCO,9.219218254089355,90.12199999999994,5,12.0
C#CC1CCC1,8.285867691040039,80.12999999999995,0,72.52932501298082
C#CC1COC1,7.910349369049072,82.10199999999996,0,72.52932501298082
N#CC1CCC1,9.162073135375977,81.11799999999995,0,72.52932501298082
N#CC1COC1,7.801504611968994,83.08999999999996,0,72.52932501298082
